## Version: 1.0
## date_info	campaign_name	adpod_name	recipe_name	sum(count_impression)	sum(count_click)	sum(count_widget)
2008-11-10	Anniversary Sale	Standard LB	Art of Thin. 33% off Ultraport	24159	20	221
2008-11-10	Anniversary Sale	Standard LB	Ideapads 3 Categories	373602	217	2143
2008-11-10	Anniversary Sale	Standard LB	Mobile PC Experience	705449	681	3054
2008-11-10	Anniversary Sale	Standard LB	Thinkpad-SL500 Free Shipping	1553944	920	6357
2008-11-10	Anniversary Sale	Standard MR	ArtOfThin-UltraPortables	28934	28	196
2008-11-10	Anniversary Sale	Standard MR	Ideapad 3 Categories	306119	300	2576
2008-11-10	Anniversary Sale	Standard MR	Lenovo T400 (HUB Creative)	121437	117	410
2008-11-10	Anniversary Sale	Standard MR	Lenovo X200 (HUB Creative)	101299	82	386
2008-11-10	Anniversary Sale	Standard MR	Mobile PC Experience	584696	806	5058
2008-11-10	Anniversary Sale	Standard MR	Thinkpad SL500 FreeShipping	1084498	1049	7994
2008-11-10	Anniversary Sale	Standard SS	Art of Thin. 33% off Ultraport	13748	10	57
2008-11-10	Anniversary Sale	Standard SS	Ideapads 3 Categories	218392	141	1795
2008-11-10	Anniversary Sale	Standard SS	Mobile PC Experience	48494	47	309
2008-11-10	Anniversary Sale	Standard SS	Mobile PCExperience	360247	318	2467
2008-11-10	Anniversary Sale	Standard SS	Thinkpad SL500 FreeShipping	903642	700	6143
2008-11-10	BestBuy_Production_053008	1.3	0:1	2	0	5
2008-11-10	Campaign1	Combination-MR-INVESTOOLS	Plan_Wedding-INVESTOOLS	5611	1	0
2008-11-10	Campaign1	Combination-MR-INVESTOOLS	Run_Business-INVESTOOLS	5759	3	0
2008-11-10	Campaign1	Combination-MR-INVESTOOLS	Vote-INVESTOOLS	5838	2	0
2008-11-10	CNET-INTEL	APD1-MR-CNET_INTEL	R1-CNET_INTEL	6	6	2
2008-11-10	CNET-TMOBILE	APD1-MR-CNET_TMOBILE	R2-CNET_TMOBILE	90112	59	520
2008-11-10	Comission Junctions	APD1-MR-GAP	R1-GAP	10	8	8
2008-11-10	Comission Junctions	APD1-SS-GAP	R1-GAP	2	0	2
2008-11-10	Commission Junction	ADP1-LB-LENOVO2	R1-LENOVO2	8498	9	110
2008-11-10	Commission Junction	ADP1-MR-LENOVO2	R1-LENOVO2	89	1	39
2008-11-10	Commission Junction	ADP1-SS-LENOVO2	R1-LENOVO2	401	1	12
2008-11-10	Commission Junction	ADP2-MR-LENOVO2	R1-LENOVO2	286	0	0
2008-11-10	Commission Junction	Copy of ADP1-SS-LENOVO2	R1-LENOVO2	44	0	20
2008-11-10	custom580x800	0.1	0:1	4	0	23
2008-11-10	DebtSavers	MEDIUMRECTANGLE	1	7	0	0
2008-11-10	DebtSavers	MEDIUMRECTANGLE	2	9	0	0
2008-11-10	DebtSavers	MEDIUMRECTANGLE	3	6	0	0
2008-11-10	DebtSavers	MEDIUMRECTANGLE	4	5	0	0
2008-11-10	DebtSavers	WIDESKYSCRAPER	1	7	0	0
2008-11-10	DebtSavers	WIDESKYSCRAPER	2	5	0	0
2008-11-10	DebtSavers	WIDESKYSCRAPER	3	5	0	0
2008-11-10	DebtSavers	WIDESKYSCRAPER	4	8	0	0
2008-11-10	DEMO-Intel-LR-Montevina-B2B-2	1.1	1:2	2	0	1
2008-11-10	DEMO-Intel-MR-Polling	1.1	0:1	2	0	0
2008-11-10	DR Campaign	Tracking Pixel	TrackingPixel	337	0	0
2008-11-10	First Campaign	KAYAK-LB-TEST	Recipe 1	4	0	0
2008-11-10	First Campaign	MTG-LB-KAYAK	Recipe 2	3	0	0
2008-11-10	First Campaign	MTG-LB-KAYAK	Recipe 3	5	0	0
2008-11-10	First Campaign	MTG-LB-KAYAK	Recipe 4	2	0	0
2008-11-10	First Campaign	MTG-SS-KAYAK	R2-MTG	4	0	0
2008-11-10	First Campaign	MTG-SS-KAYAK	R3-MTG	5	0	0
2008-11-10	First Campaign	MTG-SS-KAYAK	R4-MTG	2	0	0
2008-11-10	First Campaign	TAN-LB-KAYAK	R2-TAN	1	0	0
2008-11-10	First Campaign	TAN-LB-KAYAK	R4-TAN	1	0	0
2008-11-10	First Campaign	TAN-LB-KAYAK	RI-TAN	1	0	0
2008-11-10	First Campaign	TAN-MR-KAYAK	R1-TAN	3	0	0
2008-11-10	First Campaign	TAN-MR-KAYAK	R3-TAN	3	0	0
2008-11-10	First Campaign	TAN-MR-KAYAK	R4-TAN	1	0	0
2008-11-10	First Campaign	TAN-SS-KAYAK	R2-TAN	1	0	0
2008-11-10	First Campaign	TAN-SS-KAYAK	R3-TAN	3	0	0
2008-11-10	First Campaign	YAHOO-LB-KAYAK	Recipe 1	2	0	0
2008-11-10	First Campaign	YAHOO-LB-KAYAK	Recipe 2	14	0	0
2008-11-10	First Campaign	YAHOO-LB-KAYAK	Recipe 3	5	0	3
2008-11-10	First Campaign	YAHOO-LB-KAYAK	Recipe 4	4	0	0
2008-11-10	First Campaign	YAHOO-LB-KAYAK	Recipe 5	18	0	0
2008-11-10	First Campaign	YAHOO-LB-KAYAK	Recipe 6	16	0	0
2008-11-10	First Campaign	YAHOO-LB-KAYAK	SWF_CONTROL	2	0	0
2008-11-10	First Campaign	YAHOO-MR-KAYAK	R1-Yahoo	2	0	0
2008-11-10	First Campaign	YAHOO-MR-KAYAK	R2-Yahoo	2	1	5
2008-11-10	First Campaign	YAHOO-MR-KAYAK	R3-Yahoo	4	2	4
2008-11-10	First Campaign	YAHOO-MR-KAYAK	R4-Yahoo	3	0	0
2008-11-10	First Campaign	YAHOO-MR-KAYAK	R5-Yahoo	4	0	0
2008-11-10	First Campaign	YAHOO-MR-KAYAK	R6-Yahoo	3	0	0
2008-11-10	First Campaign	YAHOO-SS-KAYAK	R2-Yahoo	1	0	0
2008-11-10	First Campaign	YAHOO-SS-KAYAK	R4-Yahoo	1	0	0
2008-11-10	Gap-carousel	1.2	0:1	2	0	0
2008-11-10	HOLIDAY SALE	Nike-Holiday-LDR-Men	Men_Blue_Freeshipping	631796	348	20015
2008-11-10	HOLIDAY SALE	Nike-Holiday-LDR-Men	Men_Grey_Freeshipping	1014827	637	32506
2008-11-10	HOLIDAY SALE	Nike-Holiday-LDR-Men	Men_Red_Freeshipping	633857	301	20335
2008-11-10	HOLIDAY SALE	Nike-Holiday-LDR-Women	Women_Blue_Freeshipping	692062	326	22774
2008-11-10	HOLIDAY SALE	Nike-Holiday-LDR-Women	Women_Green_Freeshipping	693910	329	22682
2008-11-10	HOLIDAY SALE	Nike-Holiday-LDR-Women	Women_Purple_Freeshipping	693797	285	23179
2008-11-10	HOLIDAY SALE	Nike-Holiday-MR-Men	Men_Blue_Freeshipping	449561	468	12531
2008-11-10	HOLIDAY SALE	Nike-Holiday-MR-Men	Men_Grey_Freeshipping	714236	834	21519
2008-11-10	HOLIDAY SALE	Nike-Holiday-MR-Men	Men_Red_Freeshipping	445935	451	12896
2008-11-10	HOLIDAY SALE	Nike-Holiday-MR-Women	Women_Blue_Freeshipping	433232	431	14942
2008-11-10	HOLIDAY SALE	Nike-Holiday-MR-Women	Women_Green_Freeshipping	432189	404	15196
2008-11-10	HOLIDAY SALE	Nike-Holiday-MR-Women	Women_Purple_Freeshipping	432473	396	14757
2008-11-10	HOLIDAY SALE	Nike-Holiday-WSS-Men	Men_Blue_Freeshipping	350701	238	10042
2008-11-10	HOLIDAY SALE	Nike-Holiday-WSS-Men	Men_Grey_Freeshipping	540051	341	15997
2008-11-10	HOLIDAY SALE	Nike-Holiday-WSS-Men	Men_Red_Freeshipping	351199	196	9683
2008-11-10	HOLIDAY SALE	Nike-Holiday-WSS-Women	Women-Blue-Freeshipping	412270	242	12710
2008-11-10	HOLIDAY SALE	Nike-Holiday-WSS-Women	Women-Green-Freeshipping	412205	266	12925
2008-11-10	HOLIDAY SALE	Nike-Holiday-WSS-Women	Women-Purple-Freeshipping	410596	281	12968
2008-11-10	Honda-SWIFT-MR-08012008	2.3	0:6	1	0	0
2008-11-10	Honda-SWIFT-MR-08012008	2.3	4:6	1	0	0
2008-11-10	HP-MR-YAHOO--72808	3.6	22:24	0	3	0
2008-11-10	HP-MR-YAHOO--72808	3.9	9:24	4	0	6
2008-11-10	HP-WSS-090208-Retarget	1.3	3:4	1	0	0
2008-11-10	Intel-Tab-LR-061608	3.5	2:5	1	1	1
2008-11-10	Intel-Tab-MR-061608	3.3	1:5	3	0	2
2008-11-10	Intel-Tab-MR-061608	3.3	2:5	5	0	10
2008-11-10	Intel_MediumRectangle_TOMSHW	3.2	2:6	2	0	6
2008-11-10	Intel_MediumRectangle_TOMSHW	3.2	3:6	1	0	0
2008-11-10	Intel_MediumRectangle_TOMSHW	3.2	4:6	2	0	5
2008-11-10	Intel_MediumRectangle_TOMSHW	3.2	5:6	1	0	0
2008-11-10	Kayak Demo	Kayak  SS Demo	Kayak Demo	1	0	0
2008-11-10	Kayak Demo	Kayak LB Demo	Kayak Demo	3	0	0
2008-11-10	Kayak Demo	Kayak MR Demo	KayakDemoRecipe	1	0	0
2008-11-10	Lenovo-OMMA-081808	1.3	3:9	1	1	0
2008-11-10	Lenovo-OMMA-081808	1.3	5:9	1	2	0
2008-11-10	lenovo-page2-video-demo	1.1	0:1	1	0	0
2008-11-10	Lenovo-VerizonWireless-Brand-2	1.7	1:2	1	0	0
2008-11-10	Lenovo-VerizonWireless-Brand2-	1.4	0:2	1	0	0
2008-11-10	Lenovo-VerizonWireless-Brand2-	1.5	0:2	1	0	0
2008-11-10	Linkshare	APD1-LB-NASCAR	R1-NASCAR	2	0	0
2008-11-10	Linkshare	APD2-LB-OVERSTOCK	R1-OVERSTOCK	2	0	0
2008-11-10	Linkshare	APD2-MR-NASCAR	R2-NASCAR	29	0	0
2008-11-10	Linkshare	APD2-MR-OVERSTOCK	R1-OVERSTOCK	2	0	0
2008-11-10	Linkshare	APD2-SS-OVERSTOCK	R1-OVERSTOCK	2	0	0
2008-11-10	Montevina B2B Part II	PROD-BlogBuzz-LR	10 Products	7289	5	0
2008-11-10	Montevina B2B Part II	PROD-BlogBuzz-LR	10Products	7356	9	0
2008-11-10	Montevina B2B Part II	PROD-BlogBuzz-LR	5 Products	14459	13	0
2008-11-10	Montevina B2B Part II	PROD-BlogBuzz-MR	10 Products	31469	14	0
2008-11-10	Montevina B2B Part II	PROD-BlogBuzz-MR	5 Products	31352	25	0
2008-11-10	Montevina B2B Part II	PROD-VideoBanner-LR	L1 - Video	19237	14	23
2008-11-10	Montevina B2B Part II	PROD-VideoBanner-LR	L2 - Video	26359	19	42
2008-11-10	Montevina B2B Part II	PROD-VideoBanner-LR	L3 - Video	19010	18	16
2008-11-10	Montevina B2B Part II	PROD-VideoBanner-LR	L4 - Video	11165	9	25
2008-11-10	Montevina B2B Part II	PROD-VideoBanner-LR	L4 -Video	290	0	0
2008-11-10	Montevina B2B Part II	PROD-VideoBanner-MR	L1 - Video	28939	33	60
2008-11-10	Montevina B2B Part II	PROD-VideoBanner-MR	L2 - Video	21222	27	52
2008-11-10	Montevina B2B Part II	PROD-VideoBanner-MR	L3 - Video	20935	12	20
2008-11-10	Montevina B2B Part II	PROD-VideoBanner-MR	L4 - Video	12335	17	22
2008-11-10	NIKE Demo	Nike Back to School Demo - MR	Nike Back to School Demo -MR	3	0	0
2008-11-10	Prudential	HEADLINE_VARIATIONS	Copy of Copy of Copy of Initia	1	0	0
2008-11-10	Prudential	HEADLINE_VARIATIONS	Copy of Copy of Initial Test	2	0	0
2008-11-10	Prudential	HEADLINE_VARIATIONS	Copy of Initial Test	3	0	0
2008-11-10	Prudential	HEADLINE_VARIATIONS	Initial Test	4	0	0
2008-11-10	Prudential	Leaderboard	Copy of Copy of Initial Test	14	0	0
2008-11-10	Prudential	Medium Rectangle	Initial Test	14	0	0
2008-11-10	Prudential	Rectangle	Copy of Initial Test	9	0	0
2008-11-10	Prudential	Rectangle	Initial Test	5	0	0
2008-11-10	Prudential	Wide Skyscraper	Copy of Copy of Initial Setup	14	0	0
2008-11-10	Sears-BackyardKing-Demo	1.1	0:1	7	2	15
2008-11-10	Sears-FixItDad-Demo	1.1	0:1	2	0	7
2008-11-10	SEARS-Get-It-Done	LB-Get-It-Done	recipe-1	1	0	2
2008-11-10	SEARS-Get-It-Done	LB-Get-It-Done	recipe-2	2	0	26
2008-11-10	SEARS-Get-It-Done	MR-Get-It-Done	Red-background	19	0	76
2008-11-10	SEARS-Get-It-Done	WSS-Get-It-Done	recipe-1	1	0	0
2008-11-10	SEARS-Get-It-Done	WSS-Get-It-Done	recipe-2	2	0	5
2008-11-10	Sears_GID_729x90_091508	2.3	9:13	0	0	1
2008-11-10	Sears_Holiday_110308	Sears_Holiday_Leaderboard	CONTROL	14	0	0
2008-11-10	Sears_Holiday_110308	Sears_Holiday_MediumRectangle	CONTROL	12	0	0
2008-11-10	Sears_Holiday_110308	Sears_Holiday_WideSkyscraper	CONTROL	12	0	0
2008-11-10	Sears_Holiday_110308	TEST_Leaderboard	TEST	11	3	36
2008-11-10	Sears_Holiday_110308	TEST_MediumRectangle	TEST	11	6	10
2008-11-10	Sears_Holiday_110308	TEST_Skyscraper	TEST	11	0	4
2008-11-10	Sears_Prod_060108	3.5	6:8	1	0	0
2008-11-10	STAGING-Sundar-Oct26-08	LB-Oct26-08	men-red	2	0	17
2008-11-10	TGI-MR-Demo	MR-TGI	recipe-1	3	1	15
2008-11-10	UNKNOWN	UNKNOWN	UNKNOWN	403	120	305
2008-11-11	Anniversary Sale	Lenovo-Boom-Ideapad-LB	Ideapads 3 Categories	6	2	16
2008-11-11	Anniversary Sale	Lenovo-Boom-Ideapad-MR	Ideapad 3 Categories	6	1	5
2008-11-11	Anniversary Sale	Lenovo-Boom-Ideapad-SS	Ideapads 3 Categories	6	2	5
2008-11-11	Anniversary Sale	Lenovo-Boom-Thinkpad-LB	Lenovo-Thinkpad-SL500	7	5	7
2008-11-11	Anniversary Sale	Lenovo-Boom-Thinkpad-MR	Lenovo Thinkpad SL500	6	2	3
2008-11-11	Anniversary Sale	Lenovo-Boom-Thinkpad-SS	Lenovo Thinkpad SL500 Sale	6	4	3
2008-11-11	Anniversary Sale	Standard LB	Art of Thin. 33% off Ultraport	382261	275	1521
2008-11-11	Anniversary Sale	Standard LB	Ideapads 3 Categories	0	1	10
2008-11-11	Anniversary Sale	Standard LB	Lenovo-48-HourSale	104528	110	660
2008-11-11	Anniversary Sale	Standard LB	Mobile PC Experience	1273096	1296	5696
2008-11-11	Anniversary Sale	Standard LB	Thinkpad-SL500 Free Shipping	890692	603	3937
2008-11-11	Anniversary Sale	Standard MR	ArtOfThin-UltraPortables	330340	426	2337
2008-11-11	Anniversary Sale	Standard MR	Ideapad 3 Categories	0	0	12
2008-11-11	Anniversary Sale	Standard MR	Lenovo 48Hour Sale	151543	146	1043
2008-11-11	Anniversary Sale	Standard MR	Lenovo T400 (HUB Creative)	220140	218	815
2008-11-11	Anniversary Sale	Standard MR	Lenovo Thinkpad SL500	0	0	1
2008-11-11	Anniversary Sale	Standard MR	Lenovo X200 (HUB Creative)	0	0	3
2008-11-11	Anniversary Sale	Standard MR	Mobile PC Experience	886164	1199	8016
2008-11-11	Anniversary Sale	Standard MR	Thinkpad SL500 FreeShipping	777490	794	5981
2008-11-11	Anniversary Sale	Standard SS	Art of Thin. 33% off Ultraport	238867	176	1572
2008-11-11	Anniversary Sale	Standard SS	Ideapads 3 Categories	0	0	3
2008-11-11	Anniversary Sale	Standard SS	Lenovo-48Hour-Sale	132598	78	473
2008-11-11	Anniversary Sale	Standard SS	Mobile PC Experience	799170	784	5601
2008-11-11	Anniversary Sale	Standard SS	Mobile PCExperience	0	2	11
2008-11-11	Anniversary Sale	Standard SS	Thinkpad SL500 FreeShipping	558221	454	3732
2008-11-11	BestBuy_Production_053008	1.3	0:1	4	0	4
2008-11-11	Campaign1	Combination-MR-INVESTOOLS	Plan_Wedding-INVESTOOLS	7807	4	0
2008-11-11	Campaign1	Combination-MR-INVESTOOLS	Run_Business-INVESTOOLS	7853	3	0
2008-11-11	Campaign1	Combination-MR-INVESTOOLS	Vote-INVESTOOLS	7704	5	0
2008-11-11	CNET-INTEL	APD1-MR-CNET_INTEL	R1-CNET_INTEL	3	0	0
2008-11-11	CNET-TMOBILE	APD1-MR-CNET_TMOBILE	R2-CNET_TMOBILE	88783	49	635
2008-11-11	CNET-TMobile_Brand2_MR	1.2	1:3	1	0	6
2008-11-11	Comission Junctions	APD1-MR-GAP	R1-GAP	6	9	3
2008-11-11	Comission Junctions	APD1-SS-GAP	R1-GAP	13	5	93
2008-11-11	Commission Junction	ADP1-LB-LENOVO2	R1-LENOVO2	6692	5	102
2008-11-11	Commission Junction	ADP1-MR-LENOVO2	R1-LENOVO2	90	3	17
2008-11-11	Commission Junction	ADP1-SS-LENOVO2	R1-LENOVO2	358	0	0
2008-11-11	Commission Junction	ADP2-MR-LENOVO2	R1-LENOVO2	786	1	12
2008-11-11	Commission Junction	Copy of ADP1-SS-LENOVO2	R1-LENOVO2	37	0	5
2008-11-11	custom580x800	0.1	0:1	1	0	3
2008-11-11	DebtSavers	MEDIUMRECTANGLE	1	10	5	0
2008-11-11	DebtSavers	MEDIUMRECTANGLE	2	4	2	0
2008-11-11	DebtSavers	MEDIUMRECTANGLE	3	9	1	0
2008-11-11	DebtSavers	MEDIUMRECTANGLE	4	9	7	0
2008-11-11	DebtSavers	WIDESKYSCRAPER	1	3	0	0
2008-11-11	DebtSavers	WIDESKYSCRAPER	2	5	0	0
2008-11-11	DebtSavers	WIDESKYSCRAPER	3	4	2	0
2008-11-11	DebtSavers	WIDESKYSCRAPER	4	1	0	0
2008-11-11	DEMO-Intel-LR-Montevina-B2B-2	1.1	0:2	2	0	3
2008-11-11	DR Campaign	Tracking Pixel	TrackingPixel	269	0	0
2008-11-11	EXPT-Intel-Blog-Buzz	1.3	0:1	1	0	0
2008-11-11	First Campaign	MTG-LB-KAYAK	Recipe 2	1	0	0
2008-11-11	First Campaign	MTG-LB-KAYAK	Recipe 3	4	0	0
2008-11-11	First Campaign	MTG-LB-KAYAK	Recipe 4	2	0	0
2008-11-11	First Campaign	MTG-SS-KAYAK	R2-MTG	1	0	0
2008-11-11	First Campaign	MTG-SS-KAYAK	R3-MTG	1	0	0
2008-11-11	First Campaign	MTG-SS-KAYAK	R4-MTG	1	0	0
2008-11-11	First Campaign	TAN-LB-KAYAK	R3-TAN	1	0	0
2008-11-11	First Campaign	TAN-MR-KAYAK	R2-TAN	1	0	0
2008-11-11	First Campaign	TAN-SS-KAYAK	R3-TAN	2	0	0
2008-11-11	First Campaign	TAN-SS-KAYAK	R4-TAN	1	0	0
2008-11-11	First Campaign	YAHOO-LB-KAYAK	Recipe 1	89	0	3
2008-11-11	First Campaign	YAHOO-LB-KAYAK	Recipe 2	254	0	4
2008-11-11	First Campaign	YAHOO-LB-KAYAK	Recipe 3	97	0	0
2008-11-11	First Campaign	YAHOO-LB-KAYAK	Recipe 4	97	0	0
2008-11-11	First Campaign	YAHOO-LB-KAYAK	Recipe 5	366	1	11
2008-11-11	First Campaign	YAHOO-LB-KAYAK	Recipe 6	341	0	33
2008-11-11	First Campaign	YAHOO-LB-KAYAK	SWF_CONTROL	46	0	0
2008-11-11	First Campaign	YAHOO-MR-KAYAK	R1-Yahoo	31	1	8
2008-11-11	First Campaign	YAHOO-MR-KAYAK	R2-Yahoo	116	0	0
2008-11-11	First Campaign	YAHOO-MR-KAYAK	R3-Yahoo	50	0	0
2008-11-11	First Campaign	YAHOO-MR-KAYAK	R4-Yahoo	40	2	4
2008-11-11	First Campaign	YAHOO-MR-KAYAK	R5-Yahoo	59	0	0
2008-11-11	First Campaign	YAHOO-MR-KAYAK	R6-Yahoo	96	0	0
2008-11-11	First Campaign	YAHOO-MR-KAYAK	SWF_CONTROL	15	0	0
2008-11-11	First Campaign	YAHOO-SS-KAYAK	R1-Yahoo	124	0	0
2008-11-11	First Campaign	YAHOO-SS-KAYAK	R2-Yahoo	109	0	0
2008-11-11	First Campaign	YAHOO-SS-KAYAK	R3-Yahoo	17	0	0
2008-11-11	First Campaign	YAHOO-SS-KAYAK	R4-Yahoo	53	0	0
2008-11-11	First Campaign	YAHOO-SS-KAYAK	R5-Yahoo	60	0	0
2008-11-11	First Campaign	YAHOO-SS-KAYAK	R6-Yahoo	28	0	0
2008-11-11	First Campaign	YAHOO-SS-KAYAK	SWF_CONTROL	17	0	0
2008-11-11	Gap-carousel	1.2	0:1	4	0	0
2008-11-11	HOLIDAY SALE	LDR-Men-Grey-FS	Men_Grey_Freeshipping	1	0	4
2008-11-11	HOLIDAY SALE	LDR-Men-Red-FS	Men_Red_Freeshipping	1	0	0
2008-11-11	HOLIDAY SALE	LDR-Women-Blue-FS	Women_Blue_Freeshipping	1	0	3
2008-11-11	HOLIDAY SALE	LDR-Women-Green-FS	Women_Green_Freeshipping	3	1	0
2008-11-11	HOLIDAY SALE	LDR-Women-Purple-FS	Women_Purple_Freeshipping	1	0	0
2008-11-11	HOLIDAY SALE	MR-Men-Blue-FS	Men_Blue_Freeshipping	1	1	1
2008-11-11	HOLIDAY SALE	MR-Men-Grey-FS	Men_Grey_Freeshipping	1	0	0
2008-11-11	HOLIDAY SALE	MR-Men-Red-FS	Men_Red_Freeshipping	1	0	1
2008-11-11	HOLIDAY SALE	MR-Women-Green-FS	Women_Green_Freeshipping	6	3	4
2008-11-11	HOLIDAY SALE	MR-Women-Purple-FS	Women_Purple_Freeshipping	1	0	1
2008-11-11	HOLIDAY SALE	Nike-Holiday-LDR-Men	Men_Blue_Freeshipping	459680	216	14415
2008-11-11	HOLIDAY SALE	Nike-Holiday-LDR-Men	Men_Grey_Freeshipping	918654	514	29152
2008-11-11	HOLIDAY SALE	Nike-Holiday-LDR-Men	Men_Red_Freeshipping	458522	244	14421
2008-11-11	HOLIDAY SALE	Nike-Holiday-LDR-Women	Women_Blue_Freeshipping	518790	245	21768
2008-11-11	HOLIDAY SALE	Nike-Holiday-LDR-Women	Women_Green_Freeshipping	520701	269	22440
2008-11-11	HOLIDAY SALE	Nike-Holiday-LDR-Women	Women_Purple_Freeshipping	518551	297	21712
2008-11-11	HOLIDAY SALE	Nike-Holiday-MR-Men	Men_Blue_Freeshipping	277336	401	8912
2008-11-11	HOLIDAY SALE	Nike-Holiday-MR-Men	Men_Grey_Freeshipping	552222	785	18830
2008-11-11	HOLIDAY SALE	Nike-Holiday-MR-Men	Men_Red_Freeshipping	275813	310	8392
2008-11-11	HOLIDAY SALE	Nike-Holiday-MR-Women	Women_Blue_Freeshipping	370167	442	14512
2008-11-11	HOLIDAY SALE	Nike-Holiday-MR-Women	Women_Green_Freeshipping	371656	428	14164
2008-11-11	HOLIDAY SALE	Nike-Holiday-MR-Women	Women_Purple_Freeshipping	371516	431	14639
2008-11-11	HOLIDAY SALE	Nike-Holiday-WSS-Men	Men_Blue_Freeshipping	266570	171	8142
2008-11-11	HOLIDAY SALE	Nike-Holiday-WSS-Men	Men_Grey_Freeshipping	531265	378	16846
2008-11-11	HOLIDAY SALE	Nike-Holiday-WSS-Men	Men_Red_Freeshipping	265181	133	7754
2008-11-11	HOLIDAY SALE	Nike-Holiday-WSS-Women	Women-Blue-Freeshipping	319382	216	10196
2008-11-11	HOLIDAY SALE	Nike-Holiday-WSS-Women	Women-Green-Freeshipping	320441	215	10190
2008-11-11	HOLIDAY SALE	Nike-Holiday-WSS-Women	Women-Purple-Freeshipping	319487	220	10350
2008-11-11	HOLIDAY SALE	WSS-Men-Grey-FS	Men_Grey_Freeshipping	1	0	0
2008-11-11	HOLIDAY SALE	WSS-Men-Red-FS	Men_Red_Freeshipping	1	0	0
2008-11-11	HOLIDAY SALE	WSS-Women-Blue-FS	Women-Blue-Freeshipping	1	0	7
2008-11-11	HOLIDAY SALE	WSS-Women-Green-FS	Women-Green-Freeshipping	1	0	0
2008-11-11	HOLIDAY SALE	WSS-Women-Purple-FS	Women-Purple-Freeshipping	1	0	0
2008-11-11	Honda-SWIFT-MR-08012008	2.3	0:6	1	0	0
2008-11-11	Honda-SWIFT-MR-08012008	2.3	1:6	1	0	0
2008-11-11	Honda-SWIFT-MR-08012008	2.3	2:6	1	0	0
2008-11-11	Honda-SWIFT-MR-08012008	2.3	4:6	1	0	0
2008-11-11	HP-LDB-YAHOO-Live-090208	1.3	0:4	2	0	0
2008-11-11	HP-LDB-YAHOO-Live-090208	1.3	2:4	1	0	0
2008-11-11	HP-MR-YAHOO--72808	3.6	22:24	0	3	0
2008-11-11	HP-MR-YAHOO--72808	3.9	9:24	1	0	0
2008-11-11	HP-WSS-090208-Retarget	1.3	3:4	1	0	0
2008-11-11	Intel Demo	Intel Video Banner	Intel Video Banner	1	0	1
2008-11-11	Intel-Tab-MR-061608	3.3	3:5	1	0	3
2008-11-11	Intel_MediumRectangle_TOMSHW	3.2	2:6	2	0	1
2008-11-11	Intel_MediumRectangle_TOMSHW	3.2	4:6	1	0	0
2008-11-11	Intel_MediumRectangle_TOMSHW	3.2	5:6	4	0	0
2008-11-11	lenovo-page2-video-demo	1.1	0:1	1	0	3
2008-11-11	Linkshare	APD1-LB-NASCAR	R1-NASCAR	27	11	53
2008-11-11	Linkshare	APD1-MR-NASCAR	R1-NASCAR	3	0	0
2008-11-11	Linkshare	APD2-LB-OVERSTOCK	R1-OVERSTOCK	10	16	21
2008-11-11	Linkshare	APD2-MR-NASCAR	R2-NASCAR	26	35	54
2008-11-11	Linkshare	APD2-MR-OVERSTOCK	R1-OVERSTOCK	14	10	91
2008-11-11	Linkshare	APD2-SS-OVERSTOCK	R1-OVERSTOCK	14	13	59
2008-11-11	Montevina B2B Part II	PROD-BlogBuzz-LR	10 Products	12447	5	0
2008-11-11	Montevina B2B Part II	PROD-BlogBuzz-LR	10Products	395	0	0
2008-11-11	Montevina B2B Part II	PROD-BlogBuzz-LR	5 Products	12949	11	0
2008-11-11	Montevina B2B Part II	PROD-BlogBuzz-MR	10 Products	33293	23	0
2008-11-11	Montevina B2B Part II	PROD-BlogBuzz-MR	5 Products	32538	27	0
2008-11-11	Montevina B2B Part II	PROD-VideoBanner-LR	L1 - Video	16020	10	22
2008-11-11	Montevina B2B Part II	PROD-VideoBanner-LR	L2 - Video	22853	25	47
2008-11-11	Montevina B2B Part II	PROD-VideoBanner-LR	L3 - Video	16122	9	15
2008-11-11	Montevina B2B Part II	PROD-VideoBanner-LR	L4 - Video	9720	7	22
2008-11-11	Montevina B2B Part II	PROD-VideoBanner-MR	L1 - Video	30177	11	57
2008-11-11	Montevina B2B Part II	PROD-VideoBanner-MR	L2 - Video	21346	20	32
2008-11-11	Montevina B2B Part II	PROD-VideoBanner-MR	L3 - Video	21518	10	23
2008-11-11	Montevina B2B Part II	PROD-VideoBanner-MR	L4 - Video	13079	9	11
2008-11-11	NIKE Demo	Holiday-Sale-LB	recipe-1	1	0	0
2008-11-11	NIKE Demo	Holiday-Sale-MR	recipe-1	7	0	18
2008-11-11	NIKE Demo	Holiday-Sale-MR	recipe-2	1	0	1
2008-11-11	NIKE Demo	Nike-Holiday-Sale-WSS	recpie-1	1	0	0
2008-11-11	Prudential	HEADLINE_VARIATIONS	Copy of Copy of Copy of Initia	20	0	0
2008-11-11	Prudential	HEADLINE_VARIATIONS	Copy of Copy of Initial Test	21	2	0
2008-11-11	Prudential	HEADLINE_VARIATIONS	Copy of Initial Test	13	0	0
2008-11-11	Prudential	HEADLINE_VARIATIONS	Initial Test	18	0	0
2008-11-11	Prudential	Leaderboard	Copy of Copy of Initial Test	9	0	0
2008-11-11	Prudential	Medium Rectangle	Initial Test	18	1	0
2008-11-11	Prudential	Rectangle	Copy of Initial Test	10	1	0
2008-11-11	Prudential	Rectangle	Initial Test	6	1	0
